Lpaw_D1_X,Lpaw_D1_Y,Lpaw_D1_Z,Lpaw_D2_X,Lpaw_D2_Y,Lpaw_D2_Z,Lpaw_D3_X,Lpaw_D3_Y,Lpaw_D3_Z,Lpaw_D4_X,Lpaw_D4_Y,Lpaw_D4_Z,Lpaw_X,Lpaw_Y,Lpaw_Z,Rpaw_D1_X,Rpaw_D1_Y,Rpaw_D1_Z,Rpaw_D2_X,Rpaw_D2_Y,Rpaw_D2_Z,Rpaw_D3_X,Rpaw_D3_Y,Rpaw_D3_Z,Rpaw_D4_X,Rpaw_D4_Y,Rpaw_D4_Z,Rpaw_X,Rpaw_Y,Rpaw_Z
-0.008065275497035174,-7.655652421376132,-1.89255659367124,0.4403496835044294,-6.904945105041335,-1.9517656521713658,0.5715867565158312,-6.895981670400083,-1.610819747450873,-0.28132280622467576,-6.9185525612156376,-1.3890692519756218,0.16273563604632457,-6.456067216704582,-1.5719059033652032,-1.1468094838184353,-2.982794774637597,-1.2554759676164418,-1.371500409260058,-3.997628641787692,-1.4081814210672396,-2.1894391251974668,-4.154129251056098,-1.158454403408312,-2.599073840442669,-3.3994813021133368,-1.0677366003347712,-1.5912624809955602,-3.35273015587957,-1.2631272569557535
-0.008065275497035174,-6.985035397634917,-1.89255659367124,0.4403496835044294,-6.357152558029995,-1.9849268666841677,0.5715867565158312,-6.352899992153702,-1.610819747450873,-0.26254465725160614,-6.330853312552808,-1.3890692519756218,0.2454540111343313,-6.2543851646424855,-1.5719059033652032,-1.1468094838184353,-2.590712080705572,-1.2554759676164418,-1.1936182937433628,-3.866147820004649,-1.4081814210672396,-1.9246349838779935,-3.895969081081226,-1.158454403408312,-2.599073840442669,-3.2102941672062215,-1.0677366003347712,-1.5836304491770576,-3.012271719356093,-1.2631272569557535
-0.008065275497035174,-6.246740747791179,-1.7591214882465165,0.4601130287815991,-6.132422077753219,-1.9517656521713658,0.3563332521588798,-5.646526472773125,-1.2665501831447132,-0.1479904483663681,-5.627679159155395,-1.1258841962019748,0.16273563604632457,-5.57522243078904,-1.41894593021041,-1.1468094838184353,-2.1930923122995694,-1.053496080286643,-1.371500409260058,-2.982273458484947,-1.1707302940645254,-1.8959492805791598,-3.3061582987580422,-1.0050010258871662,-2.599073840442669,-2.536545650910476,-0.9263108136784437,-1.5857536716524052,-2.4098176462765224,-1.0589298690880735
0.0748389049565894,-5.493853708422236,-1.5831362753539606,0.3619296609873359,-4.897453434037672,-1.659101590416162,0.3563332521588798,-4.913710215244514,-0.9977844867439076,0.045184852363849615,-4.29155631368123,-1.0873587128783644,0.2454540111343313,-4.605769199921383,-1.3588101390448886,-0.956213984454882,-1.564850884962226,-1.0257584179449646,-1.304129647652168,-2.584711098981593,-1.011199367033952,-1.8959492805791598,-2.60793167024584,-0.9239288785954596,-1.9989923277818331,-1.9667618536411382,-0.7482849774388312,-1.5115352301384561,-1.9258497782619344,-0.9172219924818403
0.3110215437352899,-4.240893489734432,-1.4220506217877,0.4601130287815991,-4.2226997134056745,-1.3572271072227746,0.5536657899355539,-3.9432076218864083,-0.9683746044115056,0.291303406336187,-3.837615967280744,-0.7720086216771112,0.2328157991127746,-3.887947024153732,-1.111596326096131,-0.956213984454882,-1.228959878596953,-0.9681014351186628,-1.4514411935096874,-2.004516927943719,-0.9207255655251734,-1.827982360059039,-1.8563364892584886,-0.6544963357462148,-1.7407899141609402,-1.0850140214904158,-0.5364658487779677,-1.477290024582821,-1.3590839411125017,-0.7936400207924219
0.3110215437352899,-3.486521914327156,-1.1250890085517922,0.6022467070984945,-3.220526108307169,-0.9907933443648513,0.5536657899355539,-3.2549464462345483,-0.9167742668118395,0.2244981757588853,-3.0257640054697,-0.7458501943049729,0.2601800548568072,-3.2007141494633515,-1.0065689614673632,-1.2022552627005663,-1.228959878596953,-0.8899048144590802,-1.4580807434913154,-1.673437965968283,-0.7974956941994256,-1.9484528755404682,-1.2100565836741097,-0.5116301989035019,-1.7407899141609402,-0.5572558128157752,-0.4603095901748899,-1.477290024582821,-0.9630411194674053,-0.7203129399964876
0.35872467266908004,-3.2028117579198323,-0.8402002718664034,0.6022467070984945,-2.948238473309104,-0.7328207874126971,0.5103590310754278,-2.7166425845817272,-0.717227867885808,0.2903634948137501,-2.5444082251233517,-0.6692809330427796,0.269697822643554,-2.8772175665418445,-0.9029367481196262,-1.492445365611422,-1.228959878596953,-0.8477398046485201,-1.5737172129092656,-1.5948018890230244,-0.716907059080369,-2.0567319514432967,-1.0808648874159061,-0.4304116209075328,-1.7871249574810815,-0.4127560908024961,-0.4194913699721807,-1.5073419129278633,-0.9291396676643018,-0.6643209110622177
0.35872467266908004,-2.344294517197838,-0.6217716798979991,0.6022467070984945,-1.9275785319295409,-0.432106927612244,0.5103590310754278,-2.199805886138215,-0.33297055248243357,0.2244981757588853,-1.701377899280505,-0.5472584081265328,0.269697822643554,-2.3088056229699987,-0.7737294711730813,-1.5823904823902577,-1.0405100409475665,-0.821326803291961,-1.7771939111562247,-1.3586325532596177,-0.6319935031002037,-2.3778563177168763,-0.9341166252421189,-0.30084987185159484,-2.1032299035060884,-0.26272709966425367,-0.41157256820960963,-1.6496014774623333,-0.6010113495002116,-0.5373867435206687
0.35872467266908004,-1.3459497403187441,-0.3819775313365126,0.5912445975742244,-1.3070054948401975,-0.12251284057513168,0.5060539348777873,-1.0887211373692978,-0.05733195987471351,0.18866368834769176,-1.0716677591444927,-0.3878587353877325,0.269697822643554,-1.1795083297239444,-0.7481896485876662,-1.712077399313932,-0.7794201520150921,-0.49016839119904265,-1.7771939111562247,-1.1571117167440619,-0.4815835003187763,-2.3778563177168763,-0.5427727679712788,-0.25270673674617505,-2.1503962285052136,-0.03188229956932531,-0.2471221493161435,-1.7257989074226359,-0.3065568390309892,-0.4266181073905084
0.40007407702959696,-0.6635988029070603,-0.11400055986238566,0.6290658757830911,-0.45695680222699764,-0.08489320104874842,0.6053129623687035,0.040437462060204155,0.20983365991066005,0.18866368834769176,-0.33190921992720135,-0.026741331968247906,0.36343962539691077,-0.4327296406137293,-0.21307898107604917,-1.990735175159136,-0.5770991095264719,-0.34251137877036175,-1.7150527949788525,-0.2427487441891074,-0.1329831714534171,-2.3756866160459396,0.1701617221255347,-0.11518852628227982,-2.1503962285052136,0.6613631479988626,0.025310391649239428,-1.7257989074226359,0.053316881017209994,-0.35518388907953913
