dim_0,dim_1
0.01728365623656585,0.010790464928510456
0.017928250568162992,0.010977722362870276
0.018907318828908632,0.011360582958370655
0.019998680232729,0.011802803328015131
0.020993223445158617,0.012179568708049385
0.021723651310037312,0.012390080971348832
0.022105309786250842,0.012378673916437627
0.0222155946420098,0.012186964994662132
0.022151204488086676,0.01188038000208834
0.022071694383522883,0.011559878778151686
0.022107181539121955,0.011297739272592889
0.022285442977458693,0.011107198211578495
0.022512638405971674,0.010942830643907065
0.02262647434567073,0.010731177538221963
0.022487740538442966,0.010411728816132856
0.02215141048537753,0.010013276760789199
0.021659437215801106,0.009570258050371613
0.02102306989105846,0.009102671798156001
0.02034087886507197,0.008659139733536195
0.019761423824639968,0.008297303051081867
0.019466093670305704,0.00807895172283891
0.019554808413528132,0.00803289512332758
0.020023417662160082,0.008151606519645997
0.0207905509942368,0.008402815866443602
0.02169358057765678,0.008726998976379222
0.02254858712525987,0.009056601379400328
0.02322800198225835,0.00934228658065199
0.023742378354034383,0.009580709980286732
0.02412669236855093,0.00977987708097131
0.02434971111453234,0.009925516820521129
0.024400918615084748,0.010012613949704971
0.024340837373231058,0.010059232114947778
0.024245291719140347,0.010088021748382575
0.024235780818985166,0.010137673914177494
0.02441974043540024,0.010242730659105725
0.024821428424034443,0.010410362113200046
0.025399875998048115,0.010626188475315419
0.02606412394057481,0.010856713682578347
0.0267427027012678,0.01107275623793251
0.027385506331556127,0.01125369164145956
0.027965937557828176,0.011387581755821193
0.028476790114226824,0.011469096630938468
0.028896971407743555,0.011487883136595005
0.029192108677224254,0.011428021629144998
0.02933686714273135,0.011289483747739526
0.029332336126656488,0.011078262084102822
0.029258570580485706,0.010822634392354282
0.029168329767730625,0.010536097639294018
0.02911173258755659,0.010226509021643794
0.02917087064829667,0.009928087652307611
0.029351170857391595,0.009646213682308202
0.029602999313411243,0.009368100687934072
0.02986356427052132,0.009079075468554323
0.03012893486239389,0.008780202109618824
0.030428661901179013,0.008477183918293798
0.030721556156205282,0.008162154857845563
0.030922715613951372,0.00782334480985368
0.031012247024227856,0.00746078290800426
0.031019844632980836,0.007087730448227163
0.030963673634662733,0.0067114057565234595
0.030854307167472967,0.006336697502983531
0.03064692676584304,0.005960873990911086
0.030290347613223068,0.005582188052481514
0.029768201417120638,0.00520519364925802
0.029064669833816992,0.004835246965316214
0.02829551315018104,0.0044916188570606995
0.027615955876656398,0.004192553597357383
0.02717104081365205,0.003949099760279597
0.02708385675760641,0.0037659973546342717
0.027383238098186824,0.003637949272346652
0.02798459483044235,0.003551872422169449
0.02873738757898587,0.003492798702146316
0.02948554398938416,0.0034474457618590168
0.03014526312765855,0.0034060616209977573
0.03068221874535504,0.0033643284624968826
0.031052632010049288,0.0033197249159971427
0.03126779226786603,0.003274545416641227
0.03133173838626338,0.0032304204732725417
0.03125752052463429,0.0031881885590239866
0.0310381280047442,0.0031463995853779725
0.030712584371353515,0.003106217136122235
0.03032257382747465,0.0030680494527413732
0.029933529864064733,0.003032085546663956
0.029637655754419512,0.002999897140578369
0.029474970590977506,0.0029692143923607957
0.029453643854364806,0.002935832638166386
0.029570128680018,0.002897835362436403
0.029818182073280467,0.002859003050278861
0.030168855414227445,0.0028216204897718866
0.030556937826993515,0.0027843627993352714
0.03093306769428792,0.002751153202656727
0.03125764387308283,0.0027214128505266898
0.031475028721056834,0.002694297015493348
0.03152113432519272,0.002667704684511545
0.03136749947706508,0.0026427169928848852
0.031037271538529882,0.002621677431906381
0.030598436868124683,0.0026069286597987266
0.03001553377512168,0.002596864971538341
0.02921277556916945,0.0025907165102572287
0.02826641150226427,0.0025946980773160614
0.027402433596086375,0.0026173695259876263
0.026884382718688902,0.002669793400431719
0.026876369947024255,0.002762470921307322
0.0273770459738562,0.002902071797356645
0.02822839667618082,0.0030877121842137487
0.02922897382723617,0.0033133173822870836
0.03022112525893149,0.0035708836836072337
0.031101756741439814,0.0038493893193735956
0.031884984833045915,0.004140200892989919
0.03251483577640828,0.004428322206338019
0.032985279905026324,0.0047086263023464175
0.03331654202486006,0.004980088084815464
0.0335628302494236,0.005246167487944209
0.03373660506878023,0.00550738841870345
0.03385805911022323,0.005764256708406305
0.03391169678301035,0.006012647092223893
0.03386488074416847,0.006244975707232817
0.033726154739016065,0.006459196115599477
0.03349318888116902,0.006650032496381643
0.03316412957169951,0.006816660112989346
0.03273744316204881,0.0069564762600530855
0.03224963654801107,0.007073333349716812
0.031712421959912904,0.007167019287942892
0.031122844777551506,0.007235398826304481
0.030508712121710697,0.007283538735889733
0.029934919303148358,0.0073247351793109036
0.029490207943715825,0.007376422035316443
0.0292562578886533,0.007453992140757392
0.029233664393794132,0.007554753449901469
0.02934442726764381,0.007664976160985039
0.029516096409014907,0.0077763289985328075
0.029696313303012357,0.007880476751683583
0.029876073639888236,0.00797622783153703
0.03007505968735631,0.00806843310775132
0.030304957624394516,0.008160163346802921
0.03054549171537848,0.008247372621267976
0.030770575647014166,0.008325360799526869
0.03096108322863226,0.008391619222881392
0.031093261994149374,0.008441843746081708
0.031165757425493556,0.008474491843431561
0.031147773116983173,0.00848185241744587
0.03102108389345507,0.0084608706589195
0.03078852276640502,0.008414038153885929
0.030476623677416218,0.00834831089439547
0.03013297607389437,0.008276641125815252
0.029827200256833816,0.00821648475173544
0.029596573506273084,0.00817829116511901
0.029506941631787745,0.008179240170477196
0.029586470544030942,0.008226618386443821
0.02984601037703799,0.008323203294216331
0.03024507086245931,0.008456269512330996
0.030661897361327427,0.008592408588369384
0.030954729024533726,0.008688437266691698
0.031031061132104815,0.008714451969140863
0.03092425660356059,0.008672535622384629
0.030713328519842733,0.00858527787088916
0.030513491524765117,0.008489030692225254
0.030438067550036762,0.008415483441703482
0.03057132018083962,0.008385070121429462
0.030921677184525206,0.008398796428981935
0.03139479122152916,0.008433293197395213
0.03187748513077761,0.008459446761313341
0.03228852940957614,0.008455239959755593
0.03257364936721232,0.008407440824234004
0.03271167401922686,0.008312259103126078
0.032766427814178836,0.008186708739407517
0.03276736241738375,0.008039599987609811
0.032739280371370666,0.007876807288077001
0.032690325485541516,0.007699089826028172
0.03262885819276861,0.00750790493811118
0.032542800760661704,0.007303560564673045
0.03248519926729007,0.007098349553167048
0.032499713395649756,0.0069006717068051966
0.03257906766267255,0.006709486792294005
0.03272141662096064,0.006525593680162364
0.03289149737416396,0.006344083334988705
0.03302301286291855,0.006155923670882075
0.033035603920645557,0.005950097879165163
0.03298927316173977,0.00573630293362141
0.032968066781925986,0.005525928810245498
0.03304307302189453,0.005327698532833968
0.03324590976787389,0.005144636751488053
0.033526418345115605,0.004970023719619622
0.03384894524696361,0.0048003318337092446
0.0342206063699824,0.004633230798820965
0.03460964199469232,0.004464844407464365
0.034920073116173914,0.004288300097572748
0.03504169280943804,0.00409669989164332
0.035012178255167996,0.0038959004990816626
0.034949070210155996,0.0036961279276590047
0.034886684225135606,0.003501151229527831
0.034777785143053436,0.003310201888432657
0.03457259209645129,0.0031232016975844207
0.034332438859618224,0.00294525655520514
0.03421461076427486,0.002782090370737189
0.034284414191325295,0.0026334949846107715
0.03449113597937724,0.0024937488496806983
0.034726553070206514,0.0023531493335281098
0.03495322337121642,0.002209595567174055
0.03512681359958769,0.0020627917797312223
0.03526977653658366,0.0019171679169659446
0.03546784843120433,0.001775639795038123
0.03575558898044803,0.0016382263712230337
0.03610403241204212,0.0015047775108356653
0.036442951353925966,0.0013752444519254143
0.036730087283025376,0.0012487289734328644
0.03696857119994419,0.001126695373825909
0.03715883585260241,0.001010191869336764
0.037287819455740515,0.000900114040591821
0.03733312124735885,0.0007986136788181744
0.03729416855908844,0.0007073485693034193
0.03716858312716219,0.000626845466668757
0.03694366228139409,0.0005584235247778922
0.036591432695745364,0.0005046535891392339
0.03612118946066328,0.00046500762964488997
0.035526893183231115,0.0004399538958428735
0.03480673010808976,0.0004294036292299739
0.03401498085419298,0.0004299180207968207
0.03320066901438341,0.0004353248543033554
0.03244076234494928,0.00043978921410041557
0.03186897384993204,0.0004407804585134976
0.03157227035599391,0.00043231965052843425
0.03159505057206587,0.00041150808334024165
0.031946427011645115,0.00037829752182404235
0.03255554468964351,0.0003370048838184863
0.03329397928523653,0.00029535106645554773
0.03402415307542414,0.00026081337775073454
0.034658954394906114,0.0002377111700293507
0.035144510877470746,0.00022916985910089195
0.035446492001483317,0.00023736929005450824
0.03560243176821232,0.0002607825213125435
0.03566179471207963,0.00029698894776344307
0.035663707560715026,0.00034362160157996776
0.035607409803518626,0.0004006881734836115
0.035469088297909415,0.0004692099736002221
0.035178315779679656,0.0005516687495435842
0.03476370003890055,0.0006474000030795904
0.034356239283319254,0.0007517728940953475
0.03407076929383234,0.0008618283417023969
0.033956919221896094,0.0009772507903296206
0.03399099236963396,0.001098062269456814
0.03409967475792903,0.0012248488591685021
0.0342364540122159,0.0013582386237252278
0.03433617497905131,0.0014975715919915418
0.0343281782934027,0.0016418052707175511
0.034210675178859985,0.0017902392959936158
0.03403268509105066,0.0019419623195335225
0.03382147697945036,0.0020945687811621057
0.03359679851249196,0.0022456732645795784
0.033381038744075504,0.002393136173019114
0.03317499259495904,0.0025363701789062297
0.032937912304794176,0.00267607614538706
0.03263586230140326,0.002814451967909287
0.03231203833542891,0.002953725499539627
0.032024382350761875,0.003095791533115965
0.03175059037758652,0.0032434941512544673
0.0314602125253115,0.003398539351333797
0.031142368923269898,0.0035563445983273693
0.030850089153952293,0.0037163834967318932
0.030699153887036038,0.00388322813802712
0.030685132488231914,0.0040568374422860435
0.03075951852302986,0.004234801963395147
0.030889391681909364,0.004414191324492708
0.031070803725697885,0.004597013309213734
0.03126856741416824,0.0047827325681403365
0.03145473403647547,0.0049704319733934466
0.03160009556641498,0.005157261287231588
0.03168683110042216,0.005340875060108332
0.03170075802764642,0.0055193583595105275
0.03164272559856021,0.005691163514562429
0.03151933490527057,0.0058558155062298405
0.03133273312173475,0.006012249791129247
0.031068228214811942,0.006157091717539344
0.030710573947699094,0.006287090091374637
0.030239874681780167,0.006398606673565154
0.029646409732298956,0.006489962863403534
0.028946356700488594,0.006562065751704105
0.028170602500640303,0.006619504963793704
0.02734176770990015,0.0066684238548200174
0.02649477311945947,0.006721093753204543
0.025734089461506553,0.006802461189449212
0.025185355453549083,0.006945873212262979
0.02492406346726962,0.007178799145106355
0.02494506199547111,0.007513481067785467
0.025178905645803676,0.007945884148655954
0.02553196736330082,0.008460725728281902
0.025928815562344852,0.00904189110093309
0.026299324681575045,0.009670345242640585
0.026610565218133337,0.010333922806904091
0.026836324565949424,0.011019313624990434
0.02699126013329628,0.011729841212340776
0.027102707394159677,0.012474440720401157
0.027177995928948578,0.013255228481596718
0.0272188046115179,0.014070915988972544
0.027228284491858146,0.014919416146136892
0.027203961186997548,0.01579534896386544
0.027140768881756667,0.016690269732920985
0.027031924134172873,0.01758748428789907
0.026876155132068064,0.0184807161720351
0.026682541464865667,0.019372714454967455
0.02644846664058244,0.020253429376491126
0.026176662797123534,0.021114607635573945
0.02587070820868811,0.02194820408100059
0.0255344255874778,0.022744596990185013
0.025177195786765628,0.023497632132652473
0.02480958010999024,0.02419651732332825
0.024442815366736044,0.02483650679773802
0.024081755937872543,0.025416476541724662
0.023715571624812016,0.025926158909430824
0.02332858355845308,0.026349632350269884
0.022929006953810897,0.026686110185450994
0.02253688664692577,0.02694772375668154
0.022173417186418243,0.027158486000181243
0.021856888127151218,0.02733951924623144
0.021586312296669023,0.027492245351449035
0.02133131440167554,0.02758124751777141
0.021059514953940532,0.027568106747098406
0.020746731777600003,0.027425284339568593
0.020385667839313497,0.02714981317796161
0.020004034349821898,0.026782007064159532
0.019629170717286863,0.026368017440016808
0.019303712618234343,0.025968644751706023
0.019085340416374993,0.02565670636727683
0.01902814969513224,0.025478995209528642
0.019152796167821378,0.025429589878200123
0.019387744813190416,0.025421986790774478
0.019546761820325578,0.025286933329630053
0.01962239357682588,0.025032683842343424
0.019713991727161758,0.024779845922795446
0.019858359919326135,0.02456952794935236
0.020024444856816762,0.024366644523525875
0.02015988705205814,0.024119339642329457
0.020218906718778136,0.023785770197990653
0.020186261727501754,0.023356786576733256
0.020085210671342925,0.02286825525598407
0.019966696864166716,0.022382280245798122
0.019858494476743985,0.02192827032750054
0.01974150431456565,0.02148230522459864
0.019567408693249504,0.020995734959101505
0.019341017524297812,0.020478729444213233
0.019132766298628277,0.020005217277675454
0.019004281982059574,0.01963460488772021
0.01904643942118798,0.01945596568898253
0.019264606913258608,0.019469957705713907
0.019584842453457832,0.019603444213153284
0.019912864388514383,0.019769241857076264
0.02018932790867167,0.019915836453553742
0.020463313456207985,0.020087418698549377
0.020722089345115522,0.020270634062502978
0.020920628554923146,0.020420817589958708
0.02103716726018603,0.020512571085975893
0.02106637268150352,0.020537537475955644
0.021004136500987095,0.020492856412790673
0.020813477341073267,0.020346552876888913
0.020467814303638684,0.020075828833974685
0.020038099087686747,0.01975313231729735
0.019620181178696548,0.01947677655791957
0.019325671030317782,0.019361607175616274
0.019260902548714744,0.019515744648995217
0.019442876990776077,0.019957200699762784
0.01979473260040701,0.020613009382972388
0.020164470405619948,0.02133732580861718
0.020419881062650972,0.021976783300663546
0.020441971607225436,0.02239071101827073
0.02032506801303669,0.022675104668262256
0.020206434388984198,0.022975318836963913
0.02014149036836509,0.02335060914274752
0.020171875466803765,0.023862011300890874
0.020288632771875325,0.024513144090502523
0.020419414402525843,0.0252258177560209
0.020442750016282124,0.025855489137442594
0.020301758660925498,0.0263183239496684
0.020062447110456356,0.026683695592703265
0.019817083322220114,0.02706802112784041
0.0196215640080304,0.027555653640559546
0.01948013560510317,0.028158614866126513
0.01936129368245276,0.02883086078747153
0.019257357122544658,0.029556714806137117
0.01915011485366481,0.030298819690943966
0.01902236885858777,0.03101304140443405
0.018868143329786393,0.03166392094155115
0.01869460535030175,0.032237364772939335
0.018501486263222896,0.03271588069152871
0.018283510345275252,0.03308224809665625
0.018041059136849405,0.03333796525635854
0.01776254214599834,0.03345727720676011
0.017443757978083414,0.033401621703319936
0.017087389407002763,0.03320256606881968
0.01671864905733279,0.032909136452634255
0.016352759123547906,0.03255293305904258
0.0159924652969369,0.03215901347637411
0.015632158881697708,0.03172863737367149
0.015269650239968235,0.031264069652844693
0.014905184681867101,0.030774657762595414
0.014531755679920226,0.0302493718878593
0.01414195879028819,0.029675003694102847
0.013747367073073882,0.029077802457822315
0.013380098208890436,0.028527596567229474
0.013053309328461746,0.02805458575623057
0.01276814545386622,0.02766487387122523
0.012544309521942158,0.02740639491351824
0.012380355648373075,0.027280119117943164
0.01226796174222572,0.02727162897519308
0.012196978883095845,0.02735951336271269
0.01215932333244539,0.027525566230307483
0.012151160972663997,0.02775554385076029
0.012180768173539221,0.028065335307148095
0.012238199406016444,0.0284437057945397
0.012320207793296453,0.028849284888270214
0.012409033090428383,0.02924545900738479
0.012479981722128155,0.029605825160158906
